time,magnitude
0.984,0.9371599969567871
0.986,1.3338200955337562
0.988,1.7815295257793247
0.99,2.221292865903611
0.992,2.5914546937968908
0.994,2.837043131159156
0.996,2.918166805359312
0.998,2.816172945600461
1,2.536617408935675
1.002,2.1085868232102727
1.004,1.5804733509230955
1.006,1.0128474991581997
1.008,0.46951997579294424
1.01,0.008161181
1.012,-0.328086225
1.014,-0.516720396
1.016,-0.558789103
1.018,-0.478158784
1.02,-0.317269568
1.022,-0.130043548
1.024,0.026948083723223992
1.026,0.10368577594604389
1.028,0.064841322
1.03,-0.10440754
1.032,-0.395791756
1.034,-0.778999491
1.036,-1.206201185
1.038,-1.619355975
1.04,-1.959173513
1.042,-2.174348109
1.044,-2.229638134
1.046,-2.111539805
1.048,-1.830673553
1.05,-1.420506406
1.052,-0.932597289
1.054,-0.429087096
1.056,0.026420691
1.058,0.3781953929646603
1.06,0.5865039940787277
1.062,0.6332853077450595
1.064,0.5245106064341784
1.066,0.2888778457687962
1.068,-0.026949276
1.07,-0.365814887
1.072,-0.669097996
1.074,-0.885896103
1.076,-0.980946172
1.078,-0.940060297
1.08,-0.772238471
1.082,-0.508135025
1.084,-0.195119272
1.086,0.11030234059772104
1.088,0.35152691038129635
1.09,0.4809559915390937
1.092,0.4677436527740332
1.094,0.30298615763557313
1.096,0.001541443
1.098,-0.399814304
1.1,-0.8476211
1.102,-1.279565839
1.104,-1.633713572
1.106,-1.857727076
1.108,-1.916663039
1.11,-1.798151216
1.112,-1.514164757
1.114,-1.099113576
1.116,-0.604557543
1.118,-0.091355352
1.12,0.3795417987166997
1.122,0.7562356592105824
1.124,1.0035607594895426
1.126,1.108121561157072
1.128,1.0799188725138784
1.13,0.9503246417930586
1.132,0.7667283168512519
1.134,0.5846919451643937
1.136,0.45883583606274414
1.138,0.4338726097184401
1.14,0.5371845930315523
1.142,0.774101315
1.144,1.1266170280364365
1.146,1.555757007760464
1.148,2.0072377506293413
1.15,2.419557026
1.152,2.7332735458838897
1.154,2.900050828
1.156,2.890074253147165
1.158,2.6966990642531257
1.16,2.337611843113596
1.162,1.8523234378872433
1.164,1.296374836947236
1.166,0.7331423562829853
1.168,0.22449689947326346
1.17,-0.178252764
1.172,-0.441747746
1.174,-0.555171067
1.176,-0.531348791
1.178,-0.404203571
1.18,-0.222966138
1.182,-0.044049757
1.184,0.078147726
1.186,0.1000851966918741
1.188,-0.003809943
1.19,-0.236864391
1.192,-0.579382304
1.194,-0.991494342
1.196,-1.419196516
1.198,-1.802649309
1.2,-2.085457121
1.202,-2.223494953
1.204,-2.191917183
1.206,-1.989261672
1.208,-1.63800859
1.21,-1.181498396
1.212,-0.677673484
1.214,-0.190596688
1.216,0.21895806604962254
1.218,0.5024049545219806
1.22,0.6303759267631215
1.222,0.596809323
1.224,0.4194786394228259
1.226,0.136890449
1.228,-0.197961008
1.23,-0.526011956
1.232,-0.791416011
1.234,-0.950263843
1.236,-0.977388833
1.238,-0.87020898
1.24,-0.649014105
1.242,-0.353657305
1.244,-0.037165689
1.246,0.24273793437443708
1.248,0.432887226
1.25,0.49326248396434164
1.252,0.40358394370315676
1.254,0.1668803154643118
1.256,-0.190529604
1.258,-0.622651708
1.26,-1.070482756
1.262,-1.470712166
1.264,-1.765129183
1.266,-1.909295421
1.268,-1.879154774
1.27,-1.674569155
1.272,-1.319240702
1.274,-0.857036278
1.276,-0.345282725
1.278,0.15393370123087874
1.28,0.583124651
1.282,0.8979753912488446
1.284,1.0738228867948116
1.286,1.1090452917285227
1.288,1.0248495084255045
1.29,0.8615000150294202
1.292,0.6715817794099215
1.294,0.5113480402615601
1.296,0.43149942387382423
1.298,0.46882868868986693
1.3,0.6400318066398606
1.302,0.9386516947404551
1.304,1.3356372589812153
1.306,1.7834420760610972
1.308,2.2230401074776465
1.31,2.5927846535765533
1.312,2.8377508983687956
1.314,2.918125975085754
1.316,2.815355323601918
1.318,2.5350979361420665
1.32,2.106532948160673
1.322,1.5781204674644458
1.324,1.0104642070108762
1.326,0.4673684833525573
1.328,0.006458912
1.33,-0.329197948
1.332,-0.517195816
1.334,-0.558682697
1.336,-0.477614463
1.338,-0.316496137
1.34,-0.129280254
1.342,0.027470546138569252
1.344,0.10378274751697314
1.346,0.06440433
1.348,-0.105392644
1.35,-0.39724151
1.352,-0.78074489
1.354,-1.208013292
1.356,-1.620981096
1.358,-1.960372543
1.36,-2.174933947
1.362,-2.229505401
1.364,-2.110682243
1.366,-1.829186395
1.368,-1.418573313
1.37,-0.930463821
1.372,-0.427024756
1.374,0.028154343
1.376,0.37939446548754574
1.378,0.5870440631893586
1.38,0.6331407484081165
1.382,0.5237568322070283
1.384,0.28767815623677834
1.386,-0.028370173
1.388,-0.367206566
1.39,-0.670223682
1.392,-0.88656964
1.394,-0.981060877
1.396,-0.939605244
1.398,-0.771299708
1.4,-0.506881549
1.402,-0.19377594
1.404,0.11149075682872878
1.406,0.3523349472592075
1.408,0.4812139141993431
1.41,0.46736540826224593
1.412,0.30198450546242894
1.414,2.7879145477638367e-05
1.416,-0.401644868
1.418,-0.849518599
1.42,-1.281261937
1.422,-1.634961544
1.424,-1.858338576
1.426,-1.916536114
1.428,-1.797285298
1.43,-1.512660332
1.432,-1.097156604
1.434,-0.602391029
1.436,-0.089242465
1.438,0.3813573948402546
1.44,0.7575661602760269
1.442,1.0043016832683649
1.444,1.108266114829794
1.446,1.0795570501837344
1.448,0.9496272349811357
1.45,0.7659183512113378
1.452,0.5840079981310669
1.454,0.4584929436843702
1.456,0.4340268432442377
1.458,0.5379068195118734
1.46,0.775364238
1.462,1.1282975578632868
1.464,1.557653632536753
1.466,2.0091002793251613
1.468,2.4211241436266056
1.47,2.734312418
1.472,2.9003926712815837
1.474,2.8896403913551714
1.476,2.695513455527604
1.478,2.3357981426515777
1.48,1.8500870270708407
1.482,1.2939725666813342
1.484,0.7308446358375804
1.486,0.22254793591090227
1.488,-0.179670491
1.49,-0.442539349
1.492,-0.555341513
1.494,-0.530999741
1.496,-0.403515317
1.498,-0.2221675
1.5,-0.043380612
1.502,0.078475446
1.504,0.099921977
1.506,-0.004526593
1.508,-0.238099041
1.51,-0.581006115
1.512,-0.993304305
1.514,-1.420946464
1.516,-1.804087933
1.518,-2.086367107
1.52,-2.2237272
1.522,-2.19141481
1.524,-1.988070069
1.526,-1.636269938
1.528,-1.179431457
1.53,-0.675541726
1.532,-0.188669606
1.534,0.22044451003192378
1.536,0.503282743
1.538,0.6305689867798931
1.54,0.5963434662036485
1.542,0.4184759601161514
1.544,0.13554908357348872
1.546,-0.199398607
1.548,-0.527297303
1.55,-0.792333512
1.552,-0.950664341
1.554,-0.977212601
1.556,-0.869494608
1.558,-0.647891939
1.56,-0.352328448
1.562,-0.035869838
1.564,0.24376083400380383
1.566,0.43343554833089487
1.568,0.4932057377975351
1.57,0.40288472167069944
1.572,0.16560194456791566
1.574,-0.192230939
1.576,-0.624549211
1.578,-1.072312246
1.58,-1.472211228
1.582,-1.766076236
1.584,-1.909542729
1.586,-1.87865035
1.588,-1.673364197
1.59,-1.317481445
1.592,-0.85494153
1.594,-0.343110542
1.596,0.15592505065989987
1.598,0.5847154446102186
1.6,0.8990169707330504
1.602,1.0742589562132374
1.604,1.108918745281005
1.606,1.0242937790746074
1.608,0.8607163229283898
1.61,0.6708058377007236
1.612,0.5108114033819937
1.614,0.4313914907095032
1.616,0.46926527199640977
1.618,0.6410351666968248
1.62,0.940145165
1.622,1.3374553412892647
1.624,1.7853544847289273
1.626,2.2247860997431075
1.628,2.594112377034663
1.63,2.838455714
1.632,2.9180818593318065
1.634,2.8145345175576297
1.636,2.533575803329075
1.638,2.104477283530929
1.64,1.5757668830136997
1.642,1.0080813598956526
1.644,0.46521847085213053
1.646,0.004758897
1.648,-0.330307015
1.65,-0.517668602
1.652,-0.558574089
1.654,-0.477068706
1.656,-0.315722239
1.658,-0.12851751
1.66,0.027991559364573648
1.662,0.10387763577843712
1.664,0.06396499
1.666,-0.106379948
1.668,-0.398692915
1.67,-0.782491082
1.672,-1.209825147
1.674,-1.6226049
1.676,-1.961569334
1.678,-2.175516914
1.68,-2.229369556
1.682,-2.10982176
1.684,-1.827696919
1.686,-1.41663883
1.688,-0.928330079
1.69,-0.424963284
1.692,0.029886127
1.694,0.38059095802604204
1.696,0.5875812301301822
1.698,0.6329933966185355
1.7,0.5230007833873234
1.702,0.2864770322974023
1.704,-0.029791477
1.706,-0.368597597
1.708,-0.671347806
1.71,-0.887240984
1.712,-0.981173136
1.714,-0.939147908
1.716,-0.770359215
1.718,-0.505627196
1.72,-0.192432747
1.722,0.1126780165848722
1.724,0.3531409725845179
1.726,0.481469272
1.728,0.46698443974592196
1.73,0.3009803974145784
1.732,-0.001487479
1.734,-0.403476265
1.736,-0.85141581
1.738,-1.282956635
1.74,-1.636207179
1.742,-1.858947111
1.744,-1.916406004
1.746,-1.796416412
1.748,-1.511153561
1.75,-1.095198211
1.752,-0.600224188
1.754,-0.087130346
1.756,0.38317129118353993
1.758,0.7588943316330197
1.76,1.0050400390090535
1.762,1.1084082826745467
1.764,1.0791934080899828
1.766,0.948928862
1.768,0.7651084189579227
1.77,0.5833250665446786
1.772,0.4581518700876207
1.774,0.4341833869048696
1.776,0.5386314508447809
1.778,0.7766292420997363
1.78,1.1299794664831468
1.782,1.559550660048009
1.784,2.0109621055190208
1.786,2.422689490856024
1.788,2.7353486529787108
1.79,2.9007313430925272
1.792,2.889203239847955
1.794,2.694324876415906
1.796,2.333982182926408
1.798,1.8478493555636883
1.8,1.2915701743415364
1.802,0.7285479040859897
1.804,0.22060088128345934
1.806,-0.181085712
1.808,-0.443328253
1.81,-0.555509495
1.812,-0.530648838
1.814,-0.402826098
1.816,-0.221368911
1.818,-0.042712493
1.82,0.078801357
1.822,0.099756491
1.824,-0.005245567
1.826,-0.239335661
1.828,-0.582631179
1.83,-0.995114548
1.832,-1.422695617
1.834,-1.80552475
1.836,-2.087274492
1.838,-2.223956402
1.84,-2.190909366
1.842,-1.9868758
1.844,-1.634529401
1.846,-1.177363675
1.848,-0.673410274
1.85,-0.186743922
1.852,0.22192868487926376
1.854,0.5041577374958492
1.856,0.6307591456674686
1.858,0.5958750298563802
1.86,0.41747139528074095
1.862,0.13420678577273645
1.864,-0.200836076
1.866,-0.528581517
1.868,-0.793249092
1.87,-0.951062468
1.872,-0.977033952
1.874,-0.868778186
1.876,-0.646768441
1.878,-0.350999213
1.88,-0.034574646
1.882,0.2447821179546807
1.884,0.433981536
1.886,0.4931462938661633
1.888,0.40218285743772897
1.89,0.16432140548106544
1.892,-0.193933616
1.894,-0.626446994
1.896,-1.074140879
1.898,-1.473708388
1.9,-1.767020589
1.902,-1.909786908
1.904,-1.878142796
1.906,-1.672156536
1.908,-1.315720276
1.91,-0.852845899
1.912,-0.340938593
1.914,0.15791513401344182
1.916,0.586304177
1.918,0.9000560485443264
1.92,1.074692497293447
1.922,1.1087900540212505
1.924,1.0237366305809577
1.926,0.8599321582082381
1.928,0.6700304351336698
1.93,0.5102762169145453
1.932,0.431285669
1.934,0.4697042655442155
1.936,0.6420408198284017
1.938,0.9416404060583291
1.94,1.3392743383208605
1.942,1.787266747097854
1.944,2.226530838174535
1.946,2.5954378604935346
1.948,2.8391575749215825
1.95,2.9180344575976878
1.952,2.813710528820596
1.954,2.5320510135104657
1.956,2.102419833553129
1.958,1.573412602396573
1.96,1.0056989625201236
1.962,0.4630699421913129
1.964,0.003061137
1.966,-0.331413426
1.968,-0.518138756
1.97,-0.558463282
1.972,-0.476521514
1.974,-0.314947879
1.976,-0.127755321
1.978,0.028511120084745878
1.98,0.10397043878541556
1.982,0.063523302
1.984,-0.107369448
1.986,-0.40014597
1.988,-0.78423806
1.99,-1.211636745
1.992,-1.624227383
1.994,-1.962763882
1.996,-2.176097008
1.998,-2.229230598
2,-1.326258529
2.002,-0.865406365
2.004,-0.353973705
2.006,0.14595572176124605
2.008,0.5767409239048965
2.01,0.8937840768735552
2.012,1.0720533103694168
2.014,1.109529981460141
2.016,1.0270581620646082
2.018,0.8646299724635635
2.02,0.6746908543399445
2.022,0.5135090236875011
2.024,0.4319522260000238
2.026,0.46710644970357795
2.028,0.6360413245537184
2.03,0.9326955706836719
2.032,1.328374159668713
2.034,1.7757910720862495
2.036,2.216043690619256
2.038,2.5874514333777063
2.04,2.8349021410833624
2.042,2.918269588412624
2.044,2.818606693904737
2.046,2.541159837155887
2.048,2.1147376686150765
2.05,1.5875277471057407
2.052,1.019999999
2.054,0.4759832936876045
2.056,0.013281480098401577
2.058,-0.324735137
2.06,-0.515278326
2.062,-0.559095083
2.064,-0.479783084
2.066,-0.319587017
2.068,-0.132336692
2.07,0.025372035
2.072,0.10338238092597385
2.074,0.066138207
2.076,-0.101465431
2.078,-0.391452441
2.08,-0.773768084
2.082,-1.2007634
2.084,-1.61447275
2.086,-1.955563026
2.088,-2.172573388
2.09,-2.23001766
2.092,-2.114094953
2.094,-1.835121087
2.096,-1.426297296
2.098,-0.938996
2.1,-0.435279278
2.102,0.021208563531191493
2.104,0.3745827178585056
2.106,0.5848663783463187
2.108,0.6337022174999491
2.11,0.526758252
2.112,0.29246826753657673
2.114,-0.022689067
2.116,-0.361636011
2.118,-0.665711606
2.12,-0.883862348
2.122,-0.980587378
2.124,-0.941411743
2.126,-0.775044348
2.128,-0.511890148
2.13,-0.199150059
2.132,0.10673019361650521
2.134,0.3490907609913048
2.136,0.4801668485959758
2.138,0.46886204005620324
2.14,0.3059763589319049
2.142,0.006071334
2.144,-0.394327653
2.146,-0.841926933
2.148,-1.274469197
2.15,-1.629955658
2.152,-1.855874809
2.154,-1.917024707
2.156,-1.800731146
2.158,-1.518663911
2.16,-1.104975929
2.162,-0.611055082
2.164,-0.097698581
2.166,0.3740848454222821
2.168,0.7522301965503019
2.17,1.0013225811536097
2.172,1.1076735689995916
2.174,1.0809933902195024
2.176,0.9524110242842208
2.178,0.7691583711756875
2.18,0.5867498402484435
2.182,0.4598753977767993
2.184,0.4334237571471209
2.186,0.5350323475461835
2.188,0.7703250472521705
2.19,1.121583747485487
2.192,1.5500695947802399
2.194,2.001645996487468
2.196,2.4148450954551945
2.198,2.7301411333796404
2.2,2.899006279
2.202,2.8913560959766187
2.204,2.7002380459405715
2.206,2.343039352056194
2.208,1.8590250600679847
2.21,1.3035808667290893
2.212,0.7400414059076578
2.214,0.2303552109787388
2.216,-0.173984563
2.218,-0.439356751
2.22,-0.554644921
2.222,-0.532384792
2.224,-0.406262491
2.226,-0.225362299
2.228,-0.046063313
2.23,0.077153745
2.232,0.10056126464413484
2.234,-0.001673954
2.236,-0.233172283
2.238,-0.574518421
2.24,-0.986066186
2.242,-1.413941949
2.244,-1.79832263
2.246,-2.082711592
2.248,-2.222779951
2.25,-2.193405873
2.252,-1.992820468
2.254,-1.643213195
2.256,-1.187694101
2.258,-0.684070552
2.26,-0.196386278
2.262,0.2144851494914939
2.264,0.499754834
2.266,0.629779335
2.268,0.5981913954771207
2.27,0.4224753285659746
2.272,0.1409089119640519
2.274,-0.193647475
2.276,-0.522149154
2.278,-0.788652008
2.28,-0.949048127
2.282,-0.977903026
2.284,-0.872339774
2.286,-0.652372575
2.288,-0.357641566
2.29,-0.041057163
2.292,0.23965957770037882
2.294,0.4312282774204302
2.296,0.4934165426665054
2.298,0.4056657452823812
2.3,0.17070239100048445
2.302,-0.185433683
2.304,-0.61696093
2.306,-1.064989192
2.308,-1.466203609
2.31,-1.76227186
2.312,-1.908534732
2.314,-1.880649261
2.316,-1.678167794
2.318,-1.32450696
2.32,-0.863315189
2.322,-0.351800632
2.324,0.14795209598090336
2.326,0.5783399333944169
2.328,0.8948356528854042
2.33,1.0724995008070035
2.332,1.1094120382141708
2.334,1.0265081454432659
2.336,0.8638482132253824
2.338,0.6739127977307348
2.34,0.5129666192774897
2.342,0.4318358692433556
2.344,0.46753339615010225
2.346,0.6370354986326922
2.348,0.9341819319712039
2.35,1.3301885417497736
2.352,1.7777040191091684
2.354,2.217794652943411
2.356,2.588788080007657
2.358,2.8356187502340324
2.36,2.9182386115034307
2.362,2.8177986320859434
2.364,2.539648362440799
2.366,2.1126891876598064
2.368,1.585176995566807
2.37,1.0176153997094515
